0;1;2
Chipset Not Found;Mediatek MT6516;Plum Orbit
Chipset Not Found;Mediatek MT6516;Plum Velocity
Chipset Not Found;Mediatek MT6573 (65 nm);Plum Caliber
Chipset Not Found;Mediatek MT6276;Plum Switch
Chipset Not Found;Mediatek MT6235;Plum Tracer II
Chipset Not Found;Mediatek MT6252;Plum Strike
Chipset Not Found;Mediatek MT6580A (28 nm);Posh Icon HD X551
Chipset Not Found;Spreadtrum SC7715;Posh Primo Plus C353
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Posh Ultra 5.0 LTE L500
Chipset Not Found;Spreadtrum SC6815;Posh Pegasus Plus C351
Chipset Not Found;Mediatek MT6260;Posh Lynx A100
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Prestigio MultiPhone 8500 Duo
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Prestigio MultiPhone 8400 Duo
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);QMobile Noir A1
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);QMobile Noir E2
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);QMobile M6
Chipset Not Found;Mediatek MT6580 (28 nm);QMobile Noir S6 Plus
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);QMobile Noir Z14
Chipset Not Found;Mediatek MT6580 (28 nm);QMobile Noir S4
Chipset Not Found;Mediatek MT6580 (28 nm);QMobile Noir i6 Metal HD
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);QMobile Noir E8
Chipset Not Found;Mediatek MT6580 (28 nm);QMobile Noir S2
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);QMobile Noir Z9
Chipset Not Found;Spreadtrum 7715;QMobile T50 Bolt
Chipset Not Found;Mediatek MT8382 (28 nm);QMobile QTab V10
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);QMobile Noir Z8 Plus
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);QMobile Noir LT600
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);QMobile W1
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);QMobile Noir Z8
Chipset Not Found;Qualcomm MSM8252;QMobile Linq L10
Chipset Not Found;Mediatek MT6590;QMobile Noir LT150
Chipset Not Found;Qualcomm MSM8274 Snapdragon 800 (28 nm);QMobile Noir Z5
Chipset Not Found;TI OMAP 850;Qtek A9100
Chipset Not Found;TI OMAP 850;Qtek 8500
Chipset Not Found;TI OMAP 850;Qtek S200
Chipset Not Found;TI OMAP 850;Qtek 8310
Chipset Not Found;TI OMAP 850;Qtek 8300
Chipset Not Found;TI OMAP 850;Qtek 9100
Chipset Not Found;TI OMAP 730;Qtek 8100
Chipset Not Found;TI OMAP 730;Qtek 8020
Chipset Not Found;TI OMAP 730;Qtek 8010
Chipset Not Found;TI OMAP 710;Qtek 8080
Chipset Not Found;TI OMAP 710;Qtek 8060
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Razer Phone
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Realme 10 Pro+
Chipset Not Found;Qualcomm SM7250-AC Snapdragon 768G 5G (7 nm);Realme Q3 Pro Carnival
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Realme C2s
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Realme C2 2020
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Realme C2
Chipset Not Found;Exynos 1380 (5 nm);Samsung Galaxy A54
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Samsung Galaxy A34
Chipset Not Found;Exynos 1330 (5nm);Samsung Galaxy M14
Chipset Not Found;Exynos 1330 (5nm) - SM-A146BMediatek MT6833 Dimensity 700 (7 nm) - SM-A146P;Samsung Galaxy A14 5G
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy F04
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy M04
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy A04e
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A04s
Chipset Not Found;Exynos W920 (5 nm);Samsung Galaxy Watch5 Pro
Chipset Not Found;Exynos W920 (5 nm);Samsung Galaxy Watch5
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy M13 (India)
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy F13
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy M13
Chipset Not Found;Exynos 1280 (5 nm);Samsung Galaxy A53 5G
Chipset Not Found;Exynos 1280 (5 nm);Samsung Galaxy A33 5G
Chipset Not Found;Exynos 1280 (5 nm);Samsung Galaxy M33
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A13
Chipset Not Found;Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW;Samsung Galaxy S22 Ultra 5G
Chipset Not Found;Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW;Samsung Galaxy S22+ 5G
Chipset Not Found;Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW;Samsung Galaxy S22 5G
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy A03s
Chipset Not Found;Exynos W920 (5 nm);Samsung Galaxy Watch4 Classic
Chipset Not Found;Exynos W920 (5 nm);Samsung Galaxy Watch4
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A12 (India)
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A12 Nacho
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M21 2021
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy M12
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy F12
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy Xcover 5
Chipset Not Found;Exynos 9825 (7 nm);Samsung Galaxy M62
Chipset Not Found;Exynos 9825 (7 nm);Samsung Galaxy F62
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy M12 (India)
Chipset Not Found;Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China;Samsung Galaxy S21 Ultra 5G
Chipset Not Found;Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China;Samsung Galaxy S21+ 5G
Chipset Not Found;Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China;Samsung Galaxy S21 5G
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy A12
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M21s
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M31 Prime
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy F41
Chipset Not Found;Exynos 9810 (10 nm);Samsung Galaxy Tab Active3
Chipset Not Found;Exynos 990 (7 nm+) - Version 1Qualcomm SM8250 Snapdragon 865 5G (7 nm+) - Version 2;Samsung Galaxy S20 FE
Chipset Not Found;Qualcomm SM7225 Snapdragon 750 5G (8 nm);Samsung Galaxy A42 5G
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA;Samsung Galaxy Note20 Ultra 5G
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA;Samsung Galaxy Note20 Ultra
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA;Samsung Galaxy Note20 5G
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA;Samsung Galaxy Note20
Chipset Not Found;Exynos 9110 (10 nm);Samsung Galaxy Watch3
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M31s
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Samsung Galaxy M01s
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A21s
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy J2 Core (2020)
Chipset Not Found;Exynos 980 (8 nm), QRNG security chipset;Samsung Galaxy A Quantum
Chipset Not Found;Exynos 980 (8 nm);Samsung Galaxy A71 5G
Chipset Not Found;Exynos 980 (8 nm);Samsung Galaxy A51 5G
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Samsung Galaxy A21
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy Tab S6 Lite
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M21
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M31
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA;Samsung Galaxy S20 Ultra 5G
Chipset Not Found;Exynos 990 (7 nm+)Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Samsung Galaxy S20 Ultra
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA;Samsung Galaxy S20+ 5G
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA;Samsung Galaxy S20+
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA;Samsung Galaxy S20 5G
Chipset Not Found;Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA;Samsung Galaxy S20
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy Xcover Pro
Chipset Not Found;Exynos 9810 (10 nm);Samsung Galaxy Note10 Lite
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy A51
Chipset Not Found;Exynos 9810 (10 nm);Samsung Galaxy Xcover FieldPro
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy M30s
Chipset Not Found;Exynos 7884B (14 nm);Samsung Galaxy M10s
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy A30s
Chipset Not Found;Exynos 9611 (10nm);Samsung Galaxy A50s
Chipset Not Found;Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy Note10+ 5G
Chipset Not Found;Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy Note10+
Chipset Not Found;Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy Note10 5G
Chipset Not Found;Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy Note10
Chipset Not Found;Exynos 9110 (10 nm);Samsung Galaxy Watch Active2
Chipset Not Found;Exynos 9110 (10 nm);Samsung Galaxy Watch Active2 Aluminum
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Samsung Galaxy A10s
Chipset Not Found;Exynos 7884 (14 nm);Samsung Galaxy A10e
Chipset Not Found;Exynos 7885 (14 nm);Samsung Galaxy Xcover 4s
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy A2 Core
Chipset Not Found;Exynos 9110 (10 nm);Samsung Galaxy Watch Active
Chipset Not Found;Exynos 7884 (14 nm);Samsung Galaxy View2
Chipset Not Found;Exynos 9820 (8 nm) - GlobalQualcomm SM8150 Snapdragon 855 (7 nm) - USA;Samsung Galaxy S10 5G
Chipset Not Found;Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy S10+
Chipset Not Found;Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy S10
Chipset Not Found;Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China;Samsung Galaxy S10e
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy M30
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy M20
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy M10
Chipset Not Found;Exynos 9610 (10nm);Samsung Galaxy A50
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy A40
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy A30
Chipset Not Found;Exynos 7884 (14 nm);Samsung Galaxy A20e
Chipset Not Found;Exynos 7884 (14 nm);Samsung Galaxy A20
Chipset Not Found;Exynos 7884 (14 nm);Samsung Galaxy A10
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy Tab A 10.1 (2019)
Chipset Not Found;Exynos 7904 (14 nm);Samsung Galaxy Tab A 8.0 & S Pen (2019)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy Tab Advanced2
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy Tab A 8.0 (2018)
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Samsung Galaxy Tab S4 10.5
Chipset Not Found;Exynos 7885 (14 nm);Samsung Galaxy A7 (2018)
Chipset Not Found;Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China;Samsung Galaxy Note9
Chipset Not Found;Exynos 9110 (10 nm);Samsung Galaxy Watch
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy J6+
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy J4 Core
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy J4+
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J2 Core
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy On6
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 (2018)
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J3 (2018)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J6
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J4
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy A6 (2018)
Chipset Not Found;Exynos 7885 (14 nm);Samsung Galaxy J7 Duo
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 Prime 2
Chipset Not Found;Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China;Samsung Galaxy S9+
Chipset Not Found;Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China;Samsung Galaxy S9
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy J2 Pro (2018)
Chipset Not Found;Exynos 7885 (14 nm);Samsung Galaxy A8+ (2018)
Chipset Not Found;Exynos 7885 (14 nm);Samsung Galaxy A8 (2018)
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy J2 (2017)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy Tab Active 2
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy Tab A 8.0 (2017)
Chipset Not Found;Exynos 3250 Dual;Samsung Gear Sport
Chipset Not Found;Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China;Samsung Galaxy Note8
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Samsung Galaxy S8 Active
Chipset Not Found;Exynos 8890 Octa (14 nm);Samsung Galaxy Note FE
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Samsung Galaxy J7 Max
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 (2017)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 Pro
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J5 (2017)
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J3 (2017)
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Samsung Galaxy Folder2
Chipset Not Found;Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China;Samsung Galaxy S8
Chipset Not Found;Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China;Samsung Galaxy S8+
Chipset Not Found;Exynos 7 Dual 7270 (14 nm);Samsung Gear S3 classic LTE
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy Xcover 4
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Samsung Galaxy Tab S3 9.7
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm) - SprintQualcomm MSM8917 Snapdragon 425 (28 nm) - BoostMobile, Cricket, T-Mobile;Samsung Galaxy J3 Emerge
Chipset Not Found;Exynos 7880 (14 nm);Samsung Galaxy A7 (2017)
Chipset Not Found;Exynos 7880 (14 nm);Samsung Galaxy A5 (2017)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy A3 (2017)
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Samsung Galaxy C9 Pro
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy A8 (2016)
Chipset Not Found;Exynos 7580 Octa (28 nm);Samsung Galaxy On8
Chipset Not Found;Exynos 7 Dual 7270 (14 nm);Samsung Gear S3 classic
Chipset Not Found;Exynos 7 Dual 7270 (14 nm);Samsung Gear S3 frontier
Chipset Not Found;Exynos 7 Dual 7270 (14 nm);Samsung Gear S3 frontier LTE
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J5 Prime
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 Prime
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Samsung Galaxy Note7 (USA)
Chipset Not Found;Exynos 8890 Octa (14 nm);Samsung Galaxy Note7
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy On7 Pro
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy On5 Pro
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Z3 Corporate
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy Xcover 3 G389F
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Samsung Galaxy S7 active
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy J3 Pro
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Samsung Galaxy C5
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Samsung Galaxy A9 Pro (2016)
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm)Exynos 7870 Octa (14 nm);Samsung Galaxy J7 (2016)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy J5 (2016)
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy Tab A 10.1 (2016)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm)Spreadtrum SC9830;Samsung Galaxy Tab A 7.0 (2016)
Chipset Not Found;Exynos 8890 Octa (14 nm);Samsung Galaxy S7
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm) - G9350Exynos 8890 Octa (14 nm) - G935FD, G935F, G935W8;Samsung Galaxy S7 edge
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Samsung Galaxy S7 edge (USA)
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Samsung Galaxy S7 (USA)
Chipset Not Found;Exynos 3250 Dual;Samsung Gear S2 classic 3G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Tab E 8.0
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Samsung Galaxy A9 (2016)
Chipset Not Found;Exynos 7580 Octa (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm) - China;Samsung Galaxy A7 (2016)
Chipset Not Found;Exynos 7580 Octa (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm) - China only;Samsung Galaxy A5 (2016)
Chipset Not Found;Exynos 7578Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy A3 (2016)
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy Express Prime
Chipset Not Found;Spreadtrum SC9830Exynos 3475 Quad (28 nm) - USA;Samsung Galaxy J3 (2016)
Chipset Not Found;Exynos 7580 Octa (28 nm);Samsung Galaxy View
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy On7
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy On5
Chipset Not Found;Spreadtrum SC7730;Samsung Z3
Chipset Not Found;Spreadtrum SC9830Marvell PXA1908 - J110L;Samsung Galaxy J1 Ace
Chipset Not Found;Exynos 3250 Dual;Samsung Gear S2 classic
Chipset Not Found;Exynos 3250 Dual;Samsung Gear S2
Chipset Not Found;Qualcomm MSM8x26;Samsung Gear S2 3G
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy Note5 (USA)
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy Note5
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy Note5 Duos
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 edge+ (USA)
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 edge+
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 edge+ Duos
Chipset Not Found;Exynos 7580 Octa (28 nm);Samsung Galaxy S5 Neo
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy S4 mini I9195I
Chipset Not Found;Exynos 5433 - T810, T815Qualcomm MSM8976 Snapdragon 652 (28 nm) - T813N, T819N;Samsung Galaxy Tab S2 9.7
Chipset Not Found;Exynos 5433 - T710, T715Qualcomm MSM8976 Snapdragon 652 (28 nm) - T719N;Samsung Galaxy Tab S2 8.0
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm) - A800YExynos 5430 Octa (20 nm) - A800F;Samsung Galaxy A8 Duos
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Samsung Galaxy A8
Chipset Not Found;Exynos 7870 Octa (14 nm);Samsung Galaxy J7 Nxt
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm)Exynos 7580 Octa (28 nm);Samsung Galaxy J7
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy J5
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Tab 4 10.1 (2015)
Chipset Not Found;Spreadtrum SC7703;Samsung Xcover 550
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 active
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 edge (USA)
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 (USA)
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 edge
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 Duos
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6
Chipset Not Found;Exynos 3475 Quad (28 nm);Samsung Galaxy J2
Chipset Not Found;Spreadtrum SC7727S;Samsung Z1
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Samsung Galaxy A7 Duos
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm) - A700FDExynos 5430 Octa (20 nm) - A700F;Samsung Galaxy A7
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Grand Max
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy E7
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy E5
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Core Prime
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy A5 Duos
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy A5
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy A3 Duos
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy A3
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy S5 Plus
Chipset Not Found;Spreadtrum SC7715;Samsung Galaxy Pocket 2
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Grand Prime Duos TV
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Ace Style LTE G357
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy Note Edge
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy Note 4 Duos
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy Note 4 (USA)
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm)Exynos 5433;Samsung Galaxy Note 4
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Samsung Galaxy Tab Active LTE
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Samsung Galaxy Tab Active
Chipset Not Found;Exynos 4415 (SM-G750F)Qualcomm MSM8916 Snapdragon 410 (28 nm) (SM-G7508);Samsung Galaxy Mega 2
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);Samsung Gear S
Chipset Not Found;Exynos 3250 Dual;Samsung Gear 2 Neo
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Samsung Gear Live
Chipset Not Found;Exynos 3250 Dual;Samsung Gear 2
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy S5 LTE-A G901F
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Samsung Galaxy Alpha (S801)
Chipset Not Found;Exynos 5430 Octa (20 nm);Samsung Galaxy Alpha
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Samsung Galaxy Avant
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Tab 4 8.0 (2015)
Chipset Not Found;SC6815A;Samsung Galaxy Star 2
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);Samsung Galaxy S5 Sport
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy S5 LTE-A G906S
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm)Exynos Octa 5420 (28 nm);Samsung Galaxy Tab S 8.4 LTE
Chipset Not Found;Exynos 5420 Octa (28 nm);Samsung Galaxy Tab S 8.4
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm)Exynos 5420 Octa (28 nm);Samsung Galaxy Tab S 10.5 LTE
Chipset Not Found;Exynos 5420 Octa (28 nm);Samsung Galaxy Tab S 10.5
